11,2021/12/21/17/40/53
4,2022/7/18/1/54/25
5,2020/4/11/3/16/8
3,2021/5/19/23/47/20
18,2022/3/14/8/13/25
2,2021/8/22/20/21/32
13,2022/12/24/6/40/2
7,2021/7/7/5/45/38
8,2020/6/19/11/59/43
12,2021/7/11/11/43/59
16,2022/1/10/10/3/26
9,2021/1/6/6/34/8
4,2021/9/3/16/17/17
3,2021/9/8/4/27/59
18,2021/5/19/23/3/53
2,2021/8/17/22/42/12
16,2020/12/13/22/52/56
18,2021/4/5/14/33/3
6,2022/10/1/4/13/55
1,2020/8/22/11/39/20
17,2021/3/8/5/51/5
17,2022/10/23/20/19/40
12,2022/5/18/9/19/53
11,2020/6/2/5/24/16
18,2022/9/6/13/51/46
17,2021/5/6/6/15/8
15,2021/5/3/12/24/28
13,2020/5/11/4/0/36
9,2021/3/11/0/0/21
16,2020/4/17/3/37/46
16,2021/6/6/9/40/50
4,2020/11/1/22/18/24
6,2022/3/6/14/22/15
6,2021/1/27/22/4/58
17,2022/2/24/19/24/24
12,2020/8/23/0/43/30
10,2021/7/13/6/16/56
9,2021/10/7/22/20/28
16,2022/7/2/0/11/9
3,2021/5/10/3/6/39
16,2021/10/6/21/2/29
4,2022/3/2/16/5/0
12,2020/5/6/6/56/45
4,2021/6/3/12/8/1
7,2022/7/28/6/20/55
4,2022/9/5/22/42/28
10,2020/4/24/3/9/11
2,2021/12/10/5/22/25
18,2020/3/25/17/57/30
17,2022/3/2/9/48/14
10,2021/12/19/9/59/35
7,2022/1/4/8/46/45
4,2021/8/21/3/56/8
4,2020/9/7/21/37/49
7,2020/9/10/16/30/59
18,2020/5/22/18/28/26
1,2020/12/12/23/26/12
4,2022/8/7/8/56/19
1,2021/8/14/3/26/6
19,2021/1/28/20/44/6
13,2020/3/15/4/10/47
11,2022/3/23/1/3/36
17,2022/6/22/15/27/54
9,2022/6/12/10/10/45
6,2021/4/16/22/5/18
17,2022/3/24/9/51/54
8,2020/8/15/8/50/44
17,2022/9/17/11/43/55
7,2021/2/23/3/53/15
17,2020/9/21/1/59/10
9,2022/5/17/0/45/43
6,2020/11/16/10/40/46
8,2021/9/17/9/10/43
9,2021/8/9/15/56/8
18,2020/5/15/22/21/51
19,2021/7/27/2/59/56
18,2022/1/5/3/29/12
17,2022/11/23/15/39/2
15,2021/9/21/21/22/49
12,2021/1/25/11/14/10
18,2022/3/13/6/41/36
18,2022/1/9/23/38/7
11,2021/5/1/8/57/36
7,2020/9/27/9/3/18
12,2020/5/9/18/55/3
8,2021/3/7/8/19/18
4,2022/9/18/1/12/32
15,2021/11/19/1/15/21
17,2021/7/5/23/51/28
13,2022/8/25/17/45/29
15,2020/2/1/22/17/42
15,2021/11/7/10/41/41
15,2020/1/20/1/5/54
15,2021/12/18/23/31/18
7,2022/1/24/22/21/23
16,2021/9/16/20/36/49
16,2022/8/12/14/52/24
3,2022/6/9/2/16/0
14,2021/9/26/19/1/1
6,2021/5/7/6/14/3
10,2022/6/3/23/19/50
1,2020/2/21/5/58/7
17,2022/3/24/4/19/52
11,2020/2/12/20/39/57
16,2021/8/1/4/22/32
17,2020/1/11/5/13/39
7,2021/5/21/15/58/50
14,2021/1/14/1/55/33
1,2021/5/19/9/16/9
16,2022/12/4/6/14/11
11,2020/3/25/19/3/43
19,2021/1/19/5/19/44
14,2022/9/13/9/52/26
12,2022/10/27/12/44/22
6,2020/1/19/4/31/15
7,2021/12/21/10/10/27
9,2020/8/16/8/43/45
18,2021/2/27/16/8/56
14,2020/11/14/14/32/56
10,2021/6/1/10/11/49
17,2020/6/24/8/3/17
17,2022/12/5/23/51/41
2,2020/10/6/21/44/12
8,2022/4/25/9/26/32
5,2021/3/28/21/0/34
11,2022/7/21/7/11/47
10,2022/7/1/18/45/33
1,2021/3/11/14/49/48
3,2020/12/6/5/35/3
1,2020/8/3/0/33/8
2,2021/12/12/4/33/3
4,2020/7/5/5/14/29
14,2021/9/27/4/21/35
19,2022/1/2/6/44/24
7,2022/10/17/11/49/16
11,2021/10/9/1/18/5
4,2022/3/2/16/48/49
1,2020/1/14/6/44/36
16,2020/1/13/3/46/16
15,2022/5/5/6/26/0
9,2021/2/1/16/19/53
16,2021/3/25/17/9/9
12,2022/4/14/18/20/11
12,2020/7/15/22/47/17
16,2022/3/23/19/8/18
8,2021/12/4/0/6/46
11,2021/2/26/2/3/14
5,2022/11/1/23/53/7
11,2021/9/21/3/33/18
15,2020/7/18/5/43/26
15,2021/10/21/8/21/57
12,2020/8/17/23/51/2
18,2020/7/25/5/4/7
4,2021/11/22/17/7/29
5,2021/3/18/0/12/41
3,2020/2/28/13/40/34
12,2020/6/7/17/37/48
10,2022/7/2/23/6/16
12,2020/11/23/7/52/49
6,2021/8/21/10/51/55
14,2021/12/20/10/30/23
11,2022/8/15/18/47/56
2,2022/5/8/21/38/10
18,2021/10/20/13/5/23
11,2021/11/19/5/50/30
10,2021/1/13/8/58/15
14,2021/11/15/13/5/15
2,2022/6/28/5/14/37
12,2021/4/4/15/50/19
1,2022/7/6/5/33/46
6,2022/12/12/6/41/30
15,2020/2/18/13/59/33
16,2022/3/26/16/8/44
12,2020/2/23/22/24/7
3,2021/11/1/19/15/13
7,2022/1/2/4/51/56
3,2022/7/18/15/24/21
15,2022/3/5/16/33/30
1,2021/6/5/17/57/32
12,2020/3/15/15/43/30
4,2022/4/26/1/1/44
3,2020/3/27/7/37/42
3,2022/10/24/13/38/39
5,2021/10/9/4/47/57
16,2020/7/21/0/40/42
18,2021/4/8/15/24/22
8,2022/4/9/2/17/50
7,2020/9/15/4/55/59
11,2020/9/12/14/32/54
16,2020/1/3/14/14/39
16,2022/7/7/17/3/8
19,2022/2/17/16/17/8
14,2021/2/20/19/14/38
12,2022/7/23/1/36/39
12,2021/6/21/0/45/13
12,2022/10/17/2/1/38
1,2021/12/19/22/34/10
10,2020/8/11/14/14/0
4,2020/8/3/1/6/59
6,2020/6/4/11/33/25
7,2020/1/2/11/18/7
6,2022/11/22/6/52/22
4,2021/2/2/20/16/20
2,2022/8/6/12/49/30
4,2022/5/7/8/37/29
10,2020/1/26/19/21/4
8,2021/11/8/13/27/17
15,2022/6/20/9/47/14
8,2020/1/4/8/36/20
3,2022/10/11/9/53/50
4,2020/5/20/15/1/28
4,2020/3/18/11/4/40
18,2021/2/17/9/55/49
3,2021/1/27/17/22/51
13,2020/3/25/12/2/42
13,2020/1/26/13/7/15
2,2021/3/8/1/39/17
1,2020/5/27/0/52/4
9,2020/9/18/21/13/35
12,2021/12/7/6/33/6
5,2021/3/13/5/46/19
3,2022/9/18/23/15/0
1,2022/10/28/12/19/2
17,2020/12/24/6/45/42
12,2022/7/1/16/16/46
1,2020/3/9/15/34/22
17,2021/2/19/14/0/34
14,2022/5/16/16/22/50
11,2020/12/5/23/25/10
8,2022/4/3/22/36/40
8,2020/6/6/23/50/40
4,2022/6/17/0/25/30
9,2021/8/15/11/59/9
6,2020/8/5/22/39/17
15,2022/2/11/19/7/58
6,2021/5/7/19/42/0
2,2020/6/21/23/12/33
2,2021/11/15/4/29/11
4,2022/11/10/3/40/59
15,2020/7/22/20/12/23
2,2022/5/23/16/30/44
10,2021/10/6/9/1/15
15,2021/7/8/2/45/53
5,2022/2/17/18/9/51
5,2020/4/24/8/53/57
19,2022/7/4/6/59/14
18,2020/12/11/16/39/40
18,2020/1/28/7/13/58
3,2021/3/26/2/24/44
14,2021/9/8/10/22/18
19,2020/4/15/3/16/29
19,2021/9/28/9/42/36
2,2021/5/25/10/26/9
14,2020/11/3/16/52/47
15,2022/10/17/6/19/20
19,2020/3/5/2/6/8
7,2021/2/6/8/22/27
18,2022/4/5/11/36/40
15,2021/1/2/23/18/37
4,2020/5/26/10/59/54
16,2022/11/7/16/4/57
9,2022/11/28/19/9/56
9,2022/4/27/13/25/44
12,2021/3/12/16/38/31
11,2021/1/26/3/33/40
15,2022/4/9/7/57/44
7,2020/1/17/14/16/39
16,2020/2/26/22/29/38
17,2022/5/28/9/58/39
12,2022/7/1/9/47/0
8,2020/7/23/14/59/13
12,2022/5/11/15/51/58
5,2020/1/28/16/33/28
19,2020/1/3/4/32/36
11,2021/7/9/14/10/38
7,2021/11/10/12/28/39
17,2020/4/11/6/13/25
11,2020/9/1/11/41/50
6,2020/2/3/1/48/52
13,2022/4/19/9/5/10
12,2021/11/7/2/17/51
6,2022/12/23/7/15/41
9,2021/3/15/1/20/15
14,2021/12/25/22/4/28
1,2021/1/21/11/47/15
6,2022/4/7/18/15/3
7,2021/2/6/5/41/23
6,2022/6/1/7/30/17
15,2022/1/28/22/36/39
11,2022/9/7/0/46/53
3,2022/1/16/15/10/6
18,2022/1/22/18/0/44
17,2020/4/10/22/27/14
12,2021/6/22/2/31/5
12,2022/4/2/10/23/4
3,2022/12/14/23/14/6
4,2021/10/25/4/25/25
12,2021/2/14/2/35/13
3,2021/10/7/7/20/19
2,2021/11/19/19/45/42
3,2022/6/8/20/38/31
14,2021/10/17/23/21/12
12,2021/10/18/19/8/58
2,2022/1/3/18/57/30
1,2021/11/7/18/40/29
15,2022/1/25/0/58/31
8,2020/10/21/7/36/7
1,2020/11/19/19/26/42
10,2021/12/13/17/45/24
8,2020/1/12/15/15/13
14,2022/1/25/21/40/20
13,2020/12/18/23/17/17
7,2020/5/26/13/55/5
10,2021/8/13/16/10/19
4,2022/12/5/7/55/21
19,2022/5/26/23/12/34
10,2022/3/2/22/37/14
12,2020/3/19/9/36/25
18,2021/6/1/21/21/11
11,2021/2/25/7/28/31
14,2020/9/20/8/31/35
9,2021/5/4/13/34/44
4,2021/7/24/8/39/16
8,2022/8/10/5/50/13
3,2020/3/28/19/59/13
15,2022/4/2/3/25/7
4,2022/3/1/15/36/9
8,2020/11/28/20/14/35
12,2021/7/19/1/5/42
10,2021/5/12/20/25/43
4,2022/12/10/21/45/18
6,2021/11/23/13/18/40
5,2020/12/13/11/28/19
10,2021/4/4/10/58/56
5,2022/10/12/13/21/30
14,2022/5/16/1/36/40
5,2020/8/16/15/14/19
17,2020/12/25/2/13/2
2,2021/8/22/9/53/10
13,2022/12/1/8/17/58
15,2021/5/7/1/52/20
17,2022/12/28/0/4/23
12,2022/4/19/9/33/7
3,2021/7/24/0/21/33
1,2021/4/16/2/54/43
5,2021/9/8/18/50/23
18,2021/7/13/16/23/31
8,2020/8/20/22/10/33
3,2021/10/27/1/34/36
14,2022/2/22/22/45/34
18,2020/9/13/8/15/3
18,2021/11/24/18/20/40
4,2022/12/2/2/52/51
4,2021/12/20/8/8/6
4,2021/6/19/13/4/20
3,2021/7/18/16/26/7
1,2022/8/15/2/55/14
15,2022/1/20/11/18/1
2,2022/11/20/17/52/25
10,2021/6/28/1/29/14
11,2021/1/10/4/14/18
19,2020/6/6/17/17/30
1,2020/12/9/19/59/5
16,2020/3/18/10/16/5
13,2022/11/26/10/58/20
6,2021/2/5/20/47/26
2,2021/11/6/18/45/19
3,2022/3/21/3/1/45
8,2022/6/6/14/19/58
7,2020/12/12/12/31/38
11,2022/11/6/5/53/30
8,2021/6/1/9/28/51
19,2021/9/2/11/19/2
1,2022/4/1/12/35/28
6,2022/3/19/14/20/7
2,2021/12/20/21/9/8
11,2020/3/10/21/21/18
14,2020/12/1/5/17/4
9,2022/5/9/22/16/54
11,2021/7/6/16/17/53
10,2022/8/22/11/35/6
16,2021/5/9/3/2/49
18,2022/11/15/18/48/4
17,2022/9/7/2/53/18
10,2020/5/1/15/32/10
5,2020/11/25/5/6/27
13,2020/11/26/15/41/26
11,2022/6/6/4/11/52
16,2020/1/9/20/10/50
14,2022/5/27/13/2/55
17,2021/8/9/16/55/52
10,2022/11/9/10/37/5
1,2022/11/4/23/3/5
14,2021/8/2/3/14/5
7,2020/7/14/13/59/20
3,2021/11/10/17/14/16
14,2020/1/19/23/8/30
19,2022/7/22/0/54/24
5,2020/9/7/12/6/56
2,2022/2/4/8/1/59
3,2022/9/16/0/39/51
8,2021/4/25/6/45/50
4,2022/9/1/2/40/17
10,2022/12/15/9/51/28
16,2020/11/10/8/49/12
11,2022/6/27/16/4/42
6,2020/2/23/17/26/52
5,2022/2/9/8/20/50
16,2022/5/28/8/52/38
9,2020/12/8/13/59/14
16,2020/10/21/12/30/24
8,2020/10/26/8/37/24
17,2021/5/15/12/19/45
1,2022/2/22/7/54/19
14,2020/7/20/15/57/43
9,2021/4/11/0/41/27
7,2022/4/21/18/20/29
6,2021/4/15/11/34/17
1,2020/9/7/3/10/56
15,2022/3/4/4/29/58
15,2021/12/14/12/58/56
10,2021/10/2/16/32/33
7,2020/8/8/10/17/29
6,2021/12/22/3/25/58
14,2020/9/19/21/32/38
11,2022/6/17/9/27/48
10,2020/9/8/17/22/5
19,2021/10/17/21/7/29
12,2020/4/17/6/28/17
3,2020/5/9/15/23/6
16,2020/5/14/18/33/10
3,2020/3/9/12/0/51
10,2021/6/3/22/41/9
10,2020/8/14/15/29/34
12,2022/2/23/5/44/52
5,2021/6/17/4/34/29
1,2022/10/16/9/9/59
3,2021/9/19/0/51/48
16,2021/12/3/15/18/14
15,2021/12/27/8/40/58
19,2022/11/8/4/43/25
17,2020/8/17/8/44/14
15,2020/8/26/23/42/20
9,2020/11/21/21/31/58
3,2022/4/24/6/15/36
1,2022/3/9/5/48/30
7,2021/7/11/12/56/9
10,2021/3/7/10/55/21
3,2020/6/10/23/30/38
15,2022/11/16/12/37/55
8,2020/4/7/0/59/4
17,2022/3/15/23/29/24
15,2022/4/21/12/28/5
9,2020/2/13/14/37/20
10,2021/11/11/1/38/34
7,2022/8/18/6/24/22
6,2021/8/1/3/27/31
17,2020/12/9/13/32/13
15,2022/3/26/14/17/11
8,2021/10/4/14/58/54
6,2021/3/15/20/33/30
18,2021/8/6/5/2/42
19,2020/9/12/17/0/39
6,2020/5/13/8/37/1
11,2020/3/22/4/17/42
10,2022/6/21/21/27/43
19,2020/12/20/19/9/17
17,2022/6/23/21/1/38
5,2020/4/16/11/28/20
13,2021/3/8/18/26/40
12,2021/12/15/10/15/27
8,2020/5/8/17/43/20
14,2021/7/13/12/28/16
17,2021/5/8/23/43/10
13,2021/6/19/10/53/20
13,2022/9/18/2/38/27
3,2022/2/27/18/35/41
16,2022/11/5/20/7/20
4,2020/2/13/20/6/6
17,2021/2/26/18/28/16
7,2021/10/12/1/5/13
1,2020/1/16/15/30/9
7,2020/6/4/15/20/37
17,2022/12/23/2/6/2
7,2020/12/23/5/13/59
18,2020/8/7/2/7/40
18,2020/5/18/17/8/47
19,2020/11/27/10/43/19
1,2022/11/6/14/9/31
16,2022/1/10/2/28/59
18,2021/4/12/16/35/19
13,2022/8/21/7/32/52
17,2021/9/16/4/48/9
19,2021/4/15/1/53/29
4,2020/11/27/10/15/48
17,2021/9/9/13/20/58
8,2022/8/22/3/47/24
11,2022/4/17/4/16/19
17,2021/5/18/19/38/35
15,2021/1/15/16/12/3
16,2022/8/6/10/38/3
4,2020/2/21/20/6/32
9,2020/11/18/23/41/3
2,2022/9/1/11/29/8
8,2021/6/13/20/15/56
15,2021/3/11/5/35/24
15,2022/11/2/20/50/26
11,2021/9/25/0/4/28
3,2020/11/21/20/26/25
3,2020/12/9/3/24/24
13,2020/12/9/17/33/49
10,2022/7/17/12/22/34
12,2020/1/3/19/38/20
15,2020/6/8/13/26/31
13,2020/3/19/9/39/46
1,2020/2/22/3/53/0
6,2022/9/5/2/48/12
7,2022/12/3/5/15/45
6,2022/8/21/22/18/29
5,2020/3/14/5/34/6
14,2022/9/27/22/44/13
1,2022/2/25/21/35/5
2,2021/4/2/10/9/37
15,2021/10/18/18/0/20
5,2022/12/9/0/42/28
16,2021/6/14/16/59/48
2,2022/11/4/23/49/17
16,2020/6/11/15/48/56
12,2022/6/27/9/16/11
8,2021/10/27/9/54/12
16,2022/9/19/9/34/46
7,2022/6/28/3/30/5
10,2021/1/14/17/12/37
16,2021/4/3/13/16/24
10,2020/1/27/11/13/23
9,2022/8/24/5/43/45
18,2020/11/21/13/10/6
14,2020/3/16/6/36/0
19,2020/10/8/13/3/14
10,2020/12/4/17/47/35
12,2020/2/6/1/37/58
8,2021/5/9/23/0/57
5,2022/9/6/17/31/32
17,2021/1/8/14/34/36
4,2021/9/17/20/9/24
5,2020/1/19/13/9/15
18,2021/11/10/16/27/33
6,2022/2/24/13/11/21
18,2022/2/9/3/4/31
4,2020/4/16/2/27/14
12,2022/1/14/14/8/40
15,2021/1/2/15/46/56
5,2022/2/2/10/5/35
16,2021/1/7/22/54/20
19,2020/1/18/17/14/17
7,2020/12/19/12/48/10
9,2021/2/26/3/50/42
19,2021/2/11/10/46/50
18,2021/6/8/15/0/26
17,2021/1/21/17/6/42
6,2020/2/11/9/9/54
4,2020/12/9/16/27/12
2,2020/12/25/1/53/56
4,2020/6/4/6/26/13
7,2022/3/20/16/0/56
6,2020/7/19/7/59/39
8,2021/1/8/15/36/8
4,2020/2/19/19/37/30
1,2020/11/28/6/47/39
18,2021/1/1/18/40/50
9,2021/7/5/18/40/35
8,2020/4/2/2/15/10
8,2021/11/17/14/57/9
4,2022/2/24/18/38/7
1,2022/2/25/22/1/54
18,2021/8/22/13/6/51
18,2020/5/3/7/7/44
4,2022/12/25/17/56/2
18,2020/4/22/18/12/7
10,2020/11/16/10/15/58
1,2021/9/1/2/12/50
7,2020/2/18/10/59/38
3,2022/6/28/22/46/25
11,2021/10/3/11/42/33
7,2020/10/13/13/18/27
2,2022/8/9/8/10/37
17,2020/12/15/2/56/46
10,2021/2/8/5/50/54
4,2020/8/16/18/14/11
6,2020/12/8/22/49/47
4,2021/4/7/10/40/49
7,2020/9/13/5/7/8
7,2020/7/5/13/47/30
11,2020/6/25/2/25/30
15,2022/4/22/12/24/20
19,2021/2/7/0/41/27
5,2021/9/25/20/23/30
16,2022/5/16/20/33/21
4,2020/7/21/5/38/37
1,2020/6/1/20/56/30
19,2022/10/9/17/2/32
15,2022/10/15/5/32/43
11,2020/4/20/8/28/26
6,2020/6/24/4/59/51
1,2020/4/21/7/6/45
9,2022/4/19/22/0/17
19,2020/5/9/7/56/21
12,2020/8/23/4/10/45
4,2022/3/4/11/51/16
10,2022/5/8/23/53/38
13,2021/8/25/12/2/44
11,2020/12/18/5/35/5
12,2020/12/3/13/44/12
15,2022/4/6/1/38/55
2,2020/11/14/8/10/51
16,2021/4/14/18/9/48
16,2020/5/2/19/17/8
18,2022/11/27/12/37/41
19,2020/12/2/0/30/16
3,2022/5/19/13/21/45
5,2022/8/5/15/2/3
17,2020/3/7/23/40/25
14,2020/10/2/3/2/28
12,2021/11/16/23/36/36
11,2021/11/21/8/3/34
10,2020/5/3/18/29/15
11,2020/3/18/22/20/23
5,2022/3/7/12/43/47
10,2022/1/5/12/40/42
17,2022/1/17/15/35/40
13,2022/4/10/4/29/50
4,2020/7/25/6/0/44
8,2022/9/6/15/57/9
2,2020/8/5/5/26/47
6,2022/6/12/15/20/48
11,2020/12/8/20/59/58
12,2022/4/10/16/6/56
2,2021/2/11/5/6/52
6,2022/3/21/6/52/37
17,2020/2/13/7/32/18
10,2022/11/26/4/58/25
3,2022/2/12/10/22/31
8,2020/4/21/17/1/50
14,2022/10/3/20/38/34
17,2021/8/4/18/11/41
18,2021/8/13/13/23/37
4,2021/4/7/9/10/29
1,2021/12/27/19/32/14
4,2021/10/1/15/28/1
8,2022/9/16/6/54/26
5,2021/11/28/0/30/7
7,2020/11/8/14/59/57
19,2021/4/24/21/33/38
8,2022/5/27/21/8/39
17,2022/9/10/11/38/59
15,2022/9/13/9/58/51
15,2020/1/25/11/53/15
3,2022/6/25/18/42/24
18,2021/5/23/2/57/16
15,2020/3/15/9/38/36
14,2021/2/5/4/2/47
3,2020/4/16/7/54/30
4,2020/12/6/13/1/15
1,2020/11/9/3/27/7
17,2022/8/25/6/12/0
5,2020/3/12/11/15/16
9,2020/1/1/12/15/9
8,2021/6/12/4/51/55
6,2021/6/23/0/23/58
2,2020/11/13/5/48/2
11,2021/3/14/11/10/21
10,2020/10/12/3/28/6
15,2020/12/19/23/34/9
2,2020/1/7/4/43/37
11,2021/12/10/16/1/1
10,2020/5/18/12/21/4
14,2021/1/2/3/34/39
2,2021/10/2/1/41/34
14,2020/7/7/5/34/11
6,2021/3/12/16/4/9
16,2021/8/14/3/6/26
12,2020/1/26/6/53/42
2,2020/7/22/7/13/42
12,2021/3/2/0/40/2
10,2022/8/19/18/50/15
4,2021/6/5/21/44/7
2,2020/4/2/3/34/56
15,2020/1/13/11/53/49
7,2021/3/27/1/15/47
8,2021/3/17/11/24/2
9,2021/2/1/7/21/58
8,2022/5/18/7/2/18
17,2021/4/25/14/27/40
14,2021/4/15/4/30/47
13,2021/12/20/21/20/6
14,2020/8/2/12/40/56
18,2022/8/22/3/29/36
8,2021/10/28/9/58/58
5,2022/9/15/5/5/21
15,2022/8/26/18/11/50
17,2022/11/18/1/53/20
8,2020/4/27/6/19/5
